in:Building Type,in:Plot type,in:Building Depth,in:Building Length/m,in:Orientation,in:GlzRatio,out:surface to area ratio,out:Building height,out:Area of Quality View/m2,out:Helpful solar radiation/kWh,out:Hamrful solar radiation/kWh,out:Net solar radiation/kWh,out:Privacy Factor,out:Worst 10% Hamrful solar intensitykWh/m2,out:Public Area Sunlight hours,img
Freestanding,Four,25.6,17.6,0,0.3,0.88001,37.297982,2496,334037,71038,262999,405075,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.3_4.png
Freestanding,One,Double load,25.6,0,0.3,0.606756,165.647461,4294,530104,93273,436831,623377,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Two,Double load,25.6,0,0.3,0.635928,84.32373,4241,454451,86478,367973,540929,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Three,Double load,25.6,0,0.3,0.694272,43.661865,3259,353723,76479,277244,430202,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Four,Double load,25.6,0,0.3,0.872344,26.579863,1658,239094,54636,184458,293730,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.3_4.png
Freestanding,One,25.6,25.6,0,0.3,0.51191,114.820129,3527,420233,73792,346441,494025,7,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Two,25.6,25.6,0,0.3,0.551606,58.910065,3445,348941,67410,281531,416351,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Three,25.6,25.6,0,0.3,0.648524,30.955032,2415,265116,59245,205871,324361,5,69980.4,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.3_4.png
Freestanding,Four,25.6,25.6,0,0.3,0.872344,26.579863,1658,239094,54636,184458,293730,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation0_GlzRatio0.3_4.png
Freestanding,One,Double load,17.6,15,0.3,0.706364,239.578125,5060,641503,109742,531761,751245,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Two,Double load,17.6,15,0.3,0.732454,121.289063,4997,577472,103826,473646,681298,7,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Three,Double load,17.6,15,0.3,0.775578,62.144531,4031,470898,92545,378353,563443,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Four,Double load,17.6,15,0.3,0.884974,37.046666,2049,328641,71492,257149,400133,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation30_GlzRatio0.3_4.png
Freestanding,One,25.6,17.6,15,0.3,0.606756,165.647461,4294,527498,91029,436469,618527,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Two,25.6,17.6,15,0.3,0.635928,84.32373,4210,465112,84213,380899,549325,6,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Three,25.6,17.6,15,0.3,0.694272,43.661865,2980,361156,75056,286100,436212,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Four,25.6,17.6,15,0.3,0.894402,36.745304,2113,323477,70464,253013,393941,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation30_GlzRatio0.3_4.png
Freestanding,One,Double load,25.6,15,0.3,0.606756,165.647461,4294,538568,93211,445357,631779,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Two,Double load,25.6,15,0.3,0.635928,84.32373,4210,459468,85644,373824,545112,6,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Three,Double load,25.6,15,0.3,0.694272,43.661865,2826,355896,75799,280097,431695,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Four,Double load,25.6,15,0.3,0.845688,27.935607,1618,247602,57657,189945,305259,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation30_GlzRatio0.3_4.png
Freestanding,One,25.6,25.6,15,0.3,0.51191,114.820129,3525,424061,74521,349540,498582,7,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Two,25.6,25.6,15,0.3,0.551606,58.910065,3374,348655,66535,282120,415190,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Three,25.6,25.6,15,0.3,0.648524,30.955032,2110,263978,58855,205123,322833,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.3_4.png
Freestanding,Four,25.6,25.6,15,0.3,0.85915,27.931491,1596,238270,55975,182295,294245,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation30_GlzRatio0.3_4.png
Freestanding,One,Double load,17.6,30,0.3,0.706364,239.578125,5060,645361,109544,535817,754905,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Two,Double load,17.6,30,0.3,0.732454,121.289063,4995,575568,102191,473377,677759,7,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Three,Double load,17.6,30,0.3,0.775578,62.144531,3676,466417,91134,375283,557551,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Four,Double load,17.6,30,0.3,0.886094,38.877884,2251,347207,74714,272493,421921,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation60_GlzRatio0.3_4.png
Freestanding,One,25.6,17.6,30,0.3,0.606756,165.647461,4294,528697,92107,436590,620804,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Two,25.6,17.6,30,0.3,0.635928,84.32373,4191,459329,84430,374899,543759,7,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Three,25.6,17.6,30,0.3,0.694272,43.661865,2584,356536,75628,280908,432164,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Four,25.6,17.6,30,0.3,0.941056,38.282939,2142,335317,72627,262690,407944,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation60_GlzRatio0.3_4.png
Freestanding,One,Double load,25.6,30,0.3,0.606756,165.647461,4294,543655,91846,451809,635501,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Two,Double load,25.6,30,0.3,0.635928,84.32373,4226,462735,83199,379536,545934,6,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Three,Double load,25.6,30,0.3,0.694272,43.661865,2524,361441,75025,286416,436466,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Four,Double load,25.6,30,0.3,0.862292,32.150149,1930,279717,62751,216966,342468,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation60_GlzRatio0.3_4.png
Freestanding,One,25.6,25.6,30,0.3,0.51191,114.820129,3527,425785,74347,351438,500132,8,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Two,25.6,25.6,30,0.3,0.551606,58.910065,3256,349096,65979,283117,415075,6,89419.4,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Three,25.6,25.6,30,0.3,0.650894,31.380874,1836,268571,58708,209863,327279,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.3_4.png
Freestanding,Four,25.6,25.6,30,0.3,0.888816,31.97983,1986,270502,60609,209893,331111,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation60_GlzRatio0.3_4.png
Freestanding,One,Double load,17.6,45,0.3,0.706364,239.578125,3795,646204,108239,537965,754443,10,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Two,Double load,17.6,45,0.3,0.732454,121.289063,4026,572077,100285,471792,672362,8,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Three,Double load,17.6,45,0.3,0.775578,62.144531,3337,465865,90000,375865,555865,6,81643.8,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Four,Double load,17.6,45,0.3,0.878828,39.606614,2233,348641,73963,274678,422604,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation90_GlzRatio0.3_4.png
Freestanding,One,25.6,17.6,45,0.3,0.606756,165.647461,3419,527075,92047,435028,619122,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Two,25.6,17.6,45,0.3,0.635928,84.32373,3339,453618,84225,369393,537843,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Three,25.6,17.6,45,0.3,0.694272,43.661865,2378,352137,75154,276983,427291,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Four,25.6,17.6,45,0.3,0.916786,36.608194,1962,319359,69597,249762,388956,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation90_GlzRatio0.3_4.png
Freestanding,One,Double load,25.6,45,0.3,0.606756,165.647461,3021,544690,89549,455141,634239,9,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Two,Double load,25.6,45,0.3,0.635928,84.32373,3014,463919,80929,382990,544848,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Three,Double load,25.6,45,0.3,0.694272,43.661865,2580,365282,73409,291873,438691,5,75812.1,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Four,Double load,25.6,45,0.3,0.916684,36.596638,2111,322659,68583,254076,391242,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation90_GlzRatio0.3_4.png
Freestanding,One,25.6,25.6,45,0.3,0.51191,114.820129,2645,424448,73290,351158,497738,9,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Two,25.6,25.6,45,0.3,0.551606,58.910065,2367,346404,65026,281378,411430,8,89419.4,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Three,25.6,25.6,45,0.3,0.622926,31.710946,1797,270820,58315,212505,329135,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.3_4.png
Freestanding,Four,25.6,25.6,45,0.3,0.930732,34.193768,1925,296880,64683,232197,361563,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation90_GlzRatio0.3_4.png
Freestanding,One,Double load,17.6,60,0.3,0.706364,239.578125,3795,643982,107313,536669,751295,11,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Two,Double load,17.6,60,0.3,0.732454,121.289063,3788,571885,100013,471872,671898,9,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Three,Double load,17.6,60,0.3,0.775578,62.144531,3264,467249,89943,377306,557192,6,81643.8,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Four,Double load,17.6,60,0.3,0.886162,38.882278,2228,352283,73671,278612,425954,3,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation120_GlzRatio0.3_4.png
Freestanding,One,25.6,17.6,60,0.3,0.606756,165.647461,3419,524453,91955,432498,616408,10,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Two,25.6,17.6,60,0.3,0.635928,84.32373,3370,448574,84293,364281,532867,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Three,25.6,17.6,60,0.3,0.694272,43.661865,2506,350725,75395,275330,426120,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Four,25.6,17.6,60,0.3,0.862626,32.163309,1790,283300,63255,220045,346555,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation120_GlzRatio0.3_4.png
Freestanding,One,Double load,25.6,60,0.3,0.606756,165.647461,3021,542426,87997,454429,630423,10,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Two,Double load,25.6,60,0.3,0.635928,84.32373,3019,466123,80263,385860,546386,8,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Three,Double load,25.6,60,0.3,0.694272,43.661865,2578,370290,72748,297542,443038,6,75812.1,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Four,Double load,25.6,60,0.3,0.940878,38.283474,2108,340528,70838,269690,411366,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation120_GlzRatio0.3_4.png
Freestanding,One,25.6,25.6,60,0.3,0.51191,114.820129,2645,422962,72693,350269,495655,9,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Two,25.6,25.6,60,0.3,0.551606,58.910065,2476,345072,64947,280125,410019,7,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Three,25.6,25.6,60,0.3,0.650928,31.382688,1690,269340,58039,211301,327379,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.3_4.png
Freestanding,Four,25.6,25.6,60,0.3,0.889124,31.991274,1823,272389,60162,212227,332551,1,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation120_GlzRatio0.3_4.png
Freestanding,One,Double load,17.6,75,0.3,0.706364,239.578125,4789,640175,107809,532366,747984,10,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Two,Double load,17.6,75,0.3,0.732454,121.289063,4768,573914,101111,472803,675025,7,99138.9,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Three,Double load,17.6,75,0.3,0.775578,62.144531,3930,469848,91470,378378,561318,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Four,Double load,17.6,75,0.3,0.885,37.04846,2318,333715,70608,263107,404323,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation150_GlzRatio0.3_4.png
Freestanding,One,25.6,17.6,75,0.3,0.606756,165.647461,4024,524831,92599,432232,617430,9,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Two,25.6,17.6,75,0.3,0.635928,84.32373,4000,450841,85578,365263,536419,7,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Three,25.6,17.6,75,0.3,0.694272,43.661865,2926,352368,76057,276311,428425,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Four,25.6,17.6,75,0.3,0.845822,27.948161,1494,250775,58025,192750,308800,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation150_GlzRatio0.3_4.png
Freestanding,One,Double load,25.6,75,0.3,0.606756,165.647461,3879,535679,88151,447528,623830,10,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Two,Double load,25.6,75,0.3,0.635928,84.32373,3857,469187,81984,387203,551171,7,93307.2,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Three,Double load,25.6,75,0.3,0.694272,43.661865,2933,369789,73553,296236,443342,6,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Four,Double load,25.6,75,0.3,0.894478,36.753431,2263,328077,69416,258661,397493,2,69980.4,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation150_GlzRatio0.3_4.png
Freestanding,One,25.6,25.6,75,0.3,0.51191,114.820129,3113,420626,73018,347608,493644,8,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Two,25.6,25.6,75,0.3,0.551606,58.910065,2870,345588,65934,279654,411522,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Three,25.6,25.6,75,0.3,0.648524,30.955032,1978,263292,57970,205322,321262,5,69980.4,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.3_4.png
Freestanding,Four,25.6,25.6,75,0.3,0.859228,27.943879,1423,243394,55202,188192,298596,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation150_GlzRatio0.3_4.png
Freestanding,One,Double load,17.6,90,0.3,0.706364,239.578125,5060,639968,109022,530946,748990,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Two,Double load,17.6,90,0.3,0.732454,121.289063,5022,578653,103297,475356,681950,7,97195,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Three,Double load,17.6,90,0.3,0.775578,62.144531,4064,427026,83685,343341,510711,4,81643.8,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Four,Double load,17.6,90,0.3,0.880236,37.297971,2493,334080,71035,263045,405115,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation180_GlzRatio0.3_4.png
Freestanding,One,25.6,17.6,90,0.3,0.606756,165.647461,4294,530070,93271,436799,623341,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Two,25.6,17.6,90,0.3,0.635928,84.32373,4241,454431,86477,367954,540908,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Three,25.6,17.6,90,0.3,0.694272,43.661865,3259,353185,76409,276776,429594,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Four,25.6,17.6,90,0.3,0.872654,26.579855,1658,239138,54641,184497,293779,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation180_GlzRatio0.3_4.png
Freestanding,One,Double load,25.6,90,0.3,0.606756,165.647461,4294,530678,89528,441150,620206,9,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Two,Double load,25.6,90,0.3,0.635928,84.32373,4245,469335,84109,385226,553444,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Three,Double load,25.6,90,0.3,0.694272,43.661865,3393,369001,74392,294609,443393,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Four,Double load,25.6,90,0.3,0.880236,37.297971,2495,334076,71035,263041,405111,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm25.6_Orientation180_GlzRatio0.3_4.png
Freestanding,One,25.6,25.6,90,0.3,0.51191,114.820129,3527,420226,73790,346436,494016,7,106914.5,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Two,25.6,25.6,90,0.3,0.551606,58.910065,3445,348932,67408,281524,416340,6,87475.5,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Three,25.6,25.6,90,0.3,0.648524,30.955032,2415,265279,59246,206033,324525,5,69980.4,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.3_4.png
Freestanding,Four,25.6,25.6,90,0.3,0.872654,26.579855,1658,239099,54637,184462,293736,1,66092.6,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm25.6_Orientation180_GlzRatio0.3_4.png
Freestanding,One,Double load,17.6,0,0.4,0.706364,239.578125,6747,852790,145318,707472,998108,9,114690.1,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Two,Double load,17.6,0,0.4,0.732454,121.289063,6672,770104,137738,632366,907842,7,97195,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Three,Double load,17.6,0,0.4,0.775578,62.144531,6084,631376,123246,508130,754622,6,79699.9,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Four,Double load,17.6,0,0.4,0.88001,37.297982,3315,439140,93546,345594,532686,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm17.6_BuildingLengthm17.6_Orientation0_GlzRatio0.4_4.png
Freestanding,One,25.6,17.6,0,0.4,0.606756,165.647461,5725,706756,119704,587052,826460,9,112746.2,BuildingType0_MinimumPlotwidthm43_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Two,25.6,17.6,0,0.4,0.635928,84.32373,5641,623532,112078,511454,735610,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Three,25.6,17.6,0,0.4,0.694272,43.661865,4565,484877,98583,386294,583460,5,73868.2,BuildingType0_MinimumPlotwidthm36_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Four,25.6,17.6,0,0.4,0.88001,37.297982,3315,439140,93546,345594,532686,2,68036.5,BuildingType0_MinimumPlotwidthm21_BuildingDepthm25.6_BuildingLengthm17.6_Orientation0_GlzRatio0.4_4.png
Freestanding,One,Double load,25.6,0,0.4,0.606756,165.647461,5725,706599,123963,582636,830562,8,110802.3,BuildingType0_MinimumPlotwidthm43_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Two,Double load,25.6,0,0.4,0.635928,84.32373,5629,606487,114906,491581,721393,6,91363.3,BuildingType0_MinimumPlotwidthm42_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.4_4.png
Freestanding,Three,Double load,25.6,0,0.4,0.694272,43.661865,4370,464312,100658,363654,564970,5,71924.3,BuildingType0_MinimumPlotwidthm36_BuildingDepthm17.6_BuildingLengthm25.6_Orientation0_GlzRatio0.4_4.png
